Machine_ID,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type_encoded,temp_difference,power_index,wear_torque_interaction,wear_speed_ratio,health_score,thermal_stress,mechanical_stress,failure_probability,status,rul_days,maintenance_priority,recommended_maintenance_date
M0131,299.9574454519179,307.42846004578576,1469,25,15,0,7.471014593867835,36725,375,0.010211027910142955,81.375,186.77536484669588,375,0.00015760072,Healthy,137.7,Normal,2026-11-08 06:29:49.404400
M0132,301.7789006585124,313.53528196273993,1586,78,183,1,11.756381304227546,123708,14274,0.11538461538461539,14.649999999999999,916.9977417297486,14274,0.99096584,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0133,302.9188698169433,313.18953319149637,1340,59,7,1,10.270663374553067,79060,413,0.0052238805970149255,61.724999999999994,605.9691390986309,413,0.00085758563,Healthy,107.9,Normal,2026-10-09 11:17:49.404400
M0134,297.3280951051745,313.3854320601806,1635,70,217,0,16.05733695500612,114450,15190,0.1327217125382263,12.850000000000001,1124.0135868504285,15190,0.9777869,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0135,297.0687502856443,309.3335890439158,1523,69,71,0,12.264838758271537,105087,4899,0.046618516086671044,42.675,846.273874320736,4899,0.8599255,Critical,7.7,Urgent,2026-07-01 06:29:49.404400
M0136,301.22376145265576,309.9470703392733,1607,63,82,0,8.72330888661753,101241,5166,0.05102675793403858,44.224999999999994,549.5684598569044,5166,0.7160164,High Risk,15.2,Urgent,2026-07-08 18:29:49.404400
M0137,298.27557248346307,311.64983781244183,1128,30,135,0,13.374265328978765,33840,4050,0.1196808510638298,54.25,401.22795986936296,4050,0.0001358559,Healthy,44.9,Scheduled,2026-08-07 11:17:49.404400
M0138,298.44462828509313,311.05143214795163,1364,21,100,2,12.606803862858499,28644,2100,0.07331378299120235,66.875,264.74288112002847,2100,0.037736576,Healthy,69.5,Normal,2026-09-01 01:41:49.404400
M0139,299.3124999573476,312.34295183048386,1598,44,206,0,13.030451873136258,70312,9064,0.12891113892365458,31.3,573.3398824179953,9064,0.00020143509,Healthy,9.9,Urgent,2026-07-03 11:17:49.404400
M0140,303.01974014064467,306.9602992064516,1754,50,46,0,3.9405590658069514,87700,2300,0.026225769669327253,59.55,197.02795329034757,2300,0.06871346,Healthy,81.5,Normal,2026-09-13 01:41:49.404400
M0141,297.7413485233183,311.8826571246953,1257,64,131,1,14.141308601376977,80448,8384,0.10421638822593476,33.8,905.0437504881265,8384,0.0017575928,Healthy,28.9,Urgent,2026-07-22 11:17:49.404400
M0142,301.5207744169571,311.01541749373973,1156,69,117,0,9.494643076782609,79764,8073,0.10121107266435986,33.474999999999994,655.130372298,8073,0.0042029605,Healthy,31.9,Scheduled,2026-07-25 11:17:49.404400
M0143,300.0973600895165,311.1686608652317,1715,72,20,0,11.071300775715201,123480,1440,0.011661807580174927,51.0,797.1336558514945,1440,0.9244047,Critical,6.4,Immediate,2026-06-29 23:17:49.404400
M0144,299.7178421729413,310.17040697303463,1247,51,159,2,10.452564800093342,63597,8109,0.12750601443464316,36.325,533.0808048047604,8109,7.4523035e-05,Healthy,23.8,Urgent,2026-07-17 08:53:49.404400
M0145,301.4971056229236,311.990828842886,1473,52,134,0,10.493723219962419,76596,6968,0.09097080787508487,40.7,545.6736074380458,6968,0.00024895038,Healthy,34.0,Scheduled,2026-07-27 13:41:49.404400
M0146,297.54162131859096,310.2555379645585,1657,33,248,1,12.713916645967572,54681,8184,0.1496680748340374,29.775,419.5592493169299,8184,0.004216819,Healthy,1.0,Immediate,2026-06-24 13:41:49.404400
M0147,299.1050674176706,311.23164188770176,1612,38,188,0,12.12657447003113,61256,7144,0.11662531017369727,38.65,460.80982986118295,7144,7.92088e-06,Healthy,17.3,Urgent,2026-07-10 20:53:49.404400
M0148,298.0254725690378,308.2845638754458,1158,64,245,2,10.259091306408038,74112,15680,0.21157167530224524,11.0,656.5818436101144,15680,0.8307988,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0149,299.5992206657734,308.9291705579939,1487,31,130,1,9.329949892220554,46097,4030,0.08742434431741762,54.625,289.2284466588372,4030,0.003837023,Healthy,47.0,Scheduled,2026-08-09 13:41:49.404400
M0150,295.9744323206919,308.55122989741596,1405,36,71,1,12.576797576724061,50580,2556,0.050533807829181494,63.3,452.7647127620662,2556,2.491431e-05,Healthy,81.6,Normal,2026-09-13 04:05:49.404400
M0151,303.22558794050235,309.3372801823548,1791,65,84,2,6.111692241852438,116415,5460,0.04690117252931323,42.575,397.2599957204085,5460,0.9182042,Critical,4.2,Immediate,2026-06-27 18:29:49.404400
M0152,299.2127184422226,312.77847811377023,1641,68,79,0,13.565759671547653,111588,5372,0.04814137720901889,41.7,922.4716576652404,5372,0.65233165,High Risk,17.8,Urgent,2026-07-11 08:53:49.404400
M0153,298.9530343109041,309.36897266641506,1198,71,218,1,10.415938355510946,85058,15478,0.18196994991652754,12.024999999999999,739.5316232412772,15478,0.99635327,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0154,297.7764954295493,311.6408269946502,1606,58,65,2,13.864331565100883,93148,3770,0.040473225404732256,50.75,804.1312307758512,3770,0.57737535,High Risk,28.6,Urgent,2026-07-22 04:05:49.404400
M0155,301.9878729049966,312.06755964892176,1541,26,221,0,10.079686743925151,40066,5746,0.14341336794289422,39.55,262.07185534205394,5746,0.0077459505,Healthy,8.2,Urgent,2026-07-01 18:29:49.404400
M0156,301.77165513018394,311.1988250559026,1426,41,3,1,9.427169925718658,58466,123,0.0021037868162692847,73.775,386.513966954465,123,0.00012778123,Healthy,131.2,Normal,2026-11-01 18:29:49.404400
M0157,297.60905884896806,309.9642401178714,1434,28,229,1,12.355181268903323,40152,6412,0.1596931659693166,36.699999999999996,345.94507552929304,6412,0.1083928,Healthy,4.9,Immediate,2026-06-28 11:17:49.404400
M0158,300.9713169752517,309.44283586654575,1717,31,169,0,8.471518891294068,53227,5239,0.09842748980780432,46.82499999999999,262.6170856301161,5239,0.00050488644,Healthy,27.3,Urgent,2026-07-20 20:53:49.404400
M0159,301.90916524308324,312.0564591160145,1128,38,239,0,10.147293872931243,42864,9082,0.21187943262411346,28.450000000000003,385.59716717138724,9082,0.01588924,Healthy,2.2,Immediate,2026-06-25 18:29:49.404400
M0160,297.962830371447,306.94223909582917,1574,72,115,2,8.979408724382154,113328,8280,0.07306226175349428,32.0,646.5174281555151,8280,0.98766845,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0161,301.2488672666659,312.47603990855174,1217,32,21,0,11.22717264188583,38944,672,0.01725554642563681,75.8,359.26952454034654,672,0.00021286623,Healthy,125.0,Normal,2026-10-26 13:41:49.404400
M0162,301.6800242868748,307.41886864932223,1570,38,1,1,5.7388443624474235,59660,38,0.0006369426751592356,76.05,218.0760857730021,38,0.00017601339,Healthy,136.3,Normal,2026-11-06 20:53:49.404400
M0163,296.416259229565,310.29647651121894,1116,34,12,2,13.880217281653927,37944,408,0.010752688172043012,76.35,471.9273875762335,408,0.00030332137,Healthy,130.8,Normal,2026-11-01 08:53:49.404400
M0164,300.2671112945265,308.09171485801954,1183,71,139,0,7.824603563493042,83993,9869,0.11749788672865596,27.82499999999999,555.546853008006,9869,0.5501134,High Risk,10.0,Urgent,2026-07-03 13:41:49.404400
M0165,298.00471882143614,310.89847643982694,1536,23,158,0,12.893757618390794,35328,3634,0.10286458333333333,54.025000000000006,296.55642522298825,3634,0.00034569207,Healthy,35.8,Scheduled,2026-07-29 08:53:49.404400
M0166,297.2293137566579,310.4276607712072,1475,79,193,1,13.198347014549256,116525,15247,0.13084745762711864,12.024999999999999,1042.6694141493913,15247,0.992385,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0167,297.5271233843072,311.51138357991323,1169,67,118,0,13.984260195606055,78323,7906,0.1009409751924722,34.525000000000006,936.9454331056056,7906,0.0007839772,Healthy,32.8,Scheduled,2026-07-26 08:53:49.404400
M0168,299.2627019497551,313.36214175492296,1625,76,115,0,14.099439805167833,123500,8740,0.07076923076923076,29.5,1071.5574251927553,8740,0.6402403,High Risk,10.3,Urgent,2026-07-03 20:53:49.404400
M0169,298.79512260848406,308.39695702041223,1370,61,52,1,9.601834411928166,83570,3172,0.03795620437956204,51.474999999999994,585.7118991276182,3172,0.0011910547,Healthy,73.3,Normal,2026-09-04 20:53:49.404400
M0170,297.00214409205944,308.0572836440353,1123,77,207,2,11.055139551975856,86471,15939,0.18432769367764915,10.475000000000001,851.2457455021408,15939,0.98906994,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0171,301.2380879851194,310.1581825506361,1576,59,1,0,8.920094565516706,92984,59,0.0006345177664974619,62.925,526.2855793654857,59,0.7031627,High Risk,33.5,Scheduled,2026-07-27 01:41:49.404400
M0172,300.44247597939557,306.0186260599998,1245,55,110,0,5.576150080604236,68475,6050,0.08835341365461848,43.625,306.688254433233,6050,0.800586,Critical,8.8,Urgent,2026-07-02 08:53:49.404400
M0173,305.39532924631436,315.45900618006755,1324,58,183,0,10.063676933753186,76792,10614,0.13821752265861026,27.15,583.6932621576848,10614,0.0019017996,Healthy,13.1,Urgent,2026-07-06 16:05:49.404400
M0174,296.0521115061171,314.20057552639497,1668,20,220,1,18.148464020277856,33360,4400,0.13189448441247004,43.5,362.96928040555713,4400,0.7412257,High Risk,2.4,Immediate,2026-06-25 23:17:49.404400
M0175,300.62918734770494,311.8841946215543,1605,41,146,0,11.255007273849344,65805,5986,0.09096573208722741,45.175,461.4552982278231,5986,1.264344e-05,Healthy,33.8,Scheduled,2026-07-27 08:53:49.404400
M0176,300.36836762877346,306.539661362142,1548,75,97,1,6.171293733368543,116100,7275,0.06266149870801034,33.724999999999994,462.84703000264074,7275,0.9120356,Critical,3.3,Immediate,2026-06-26 20:53:49.404400
M0177,299.45037163165887,310.1347637896376,1137,75,28,2,10.68439215797872,85275,2100,0.024626209322779244,47.525000000000006,801.3294118484041,2100,0.006573566,Healthy,75.5,Normal,2026-09-07 01:41:49.404400
M0178,300.18739266392237,310.4370138972546,1552,67,111,0,10.24962123333222,103984,7437,0.07152061855670103,35.925,686.7246226332588,7437,0.9131906,Critical,3.1,Immediate,2026-06-26 16:05:49.404400
M0179,299.38832103290923,314.08937543968386,1222,54,66,2,14.701054406774631,65988,3564,0.054009819967266774,53.05,793.8569379658301,3564,0.00014801296,Healthy,70.3,Normal,2026-09-01 20:53:49.404400
M0180,298.57660534373855,311.7368213049405,1333,44,18,1,13.16021596120197,58652,792,0.01350337584396099,68.9,579.0495022928867,792,0.00014460775,Healthy,115.1,Normal,2026-10-16 16:05:49.404400
M0181,301.9347284744563,313.43333599221285,1116,79,159,1,11.498607517756568,88164,12561,0.1424731182795699,18.825000000000003,908.3899939027689,12561,0.9937981,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0182,296.69531985615527,310.7922348782779,1158,67,143,1,14.09691502212263,77586,9581,0.1234887737478411,29.525000000000006,944.4933064822162,9581,0.0009218169,Healthy,22.7,Urgent,2026-07-16 06:29:49.404400
M0183,299.71182776057395,311.29289557208074,1349,42,11,0,11.581067811506784,56658,462,0.00815418828762046,71.55,486.40484808328495,462,4.787205e-05,Healthy,123.1,Normal,2026-10-24 16:05:49.404400
M0184,298.784446834897,311.13237677589706,1701,23,220,1,12.347929941000075,39123,5060,0.12933568489124045,41.625,284.0023886430017,5060,0.27386424,Warning,6.5,Immediate,2026-06-30 01:41:49.404400
M0185,298.292459084828,311.32097126506164,1657,60,67,1,13.028512180233633,99420,4020,0.04043452021726011,49.099999999999994,781.710730814018,4020,0.6099228,High Risk,25.2,Urgent,2026-07-18 18:29:49.404400
M0186,297.9992570279877,311.77080632529925,1506,45,158,0,13.771549297311537,67770,7110,0.1049136786188579,40.275000000000006,619.7197183790192,7110,2.5873253e-05,Healthy,26.7,Urgent,2026-07-20 06:29:49.404400
M0187,298.99563836739384,305.72628912698934,1454,47,176,0,6.730650759595505,68338,8272,0.12104539202200826,35.42500000000001,316.34058570098875,8272,0.002026988,Healthy,18.8,Urgent,2026-07-12 08:53:49.404400
M0188,299.0996676398125,308.6861920587593,1599,48,63,2,9.586524418946794,76752,3024,0.039399624765478425,57.400000000000006,460.15317210944613,3024,2.2910437e-05,Healthy,77.3,Normal,2026-09-08 20:53:49.404400
M0189,302.0671817612292,308.75967721516304,1602,31,201,1,6.692495453933816,49662,6231,0.1254681647940075,40.425,207.4673590719483,6231,0.0001364155,Healthy,14.3,Urgent,2026-07-07 20:53:49.404400
M0190,297.8786570261024,310.15413612981513,1754,74,63,2,12.275479103712712,129796,4662,0.03591790193842646,41.150000000000006,908.3854536747407,4662,0.9328494,Critical,3.7,Immediate,2026-06-27 06:29:49.404400
M0191,301.31158498701404,310.9323577889421,1690,71,93,0,9.62077280192807,119990,6603,0.05502958579881657,37.025000000000006,683.0748689368929,6603,0.97817904,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0192,301.69316537142225,314.45643526855565,1308,23,0,0,12.763269897133398,30084,0,0.0,85.625,293.55520763406815,0,0.0077847596,Healthy,152.9,Normal,2026-11-23 11:17:49.404400
M0193,302.8187791480605,308.77752335870116,1663,76,66,0,5.958744210640646,126388,5016,0.0396873120865905,39.3,452.86456000868907,5016,0.6180632,High Risk,19.9,Urgent,2026-07-13 11:17:49.404400
M0194,297.3015600603579,310.0513581449277,1412,26,6,1,12.749798084569818,36712,156,0.00424929178470255,82.55,331.49475019881527,156,0.00023370738,Healthy,145.0,Normal,2026-11-15 13:41:49.404400
M0195,302.24187253604305,310.4866480242641,1249,50,243,0,8.24477548822108,62450,12150,0.1945556445156125,20.15,412.238774411054,12150,0.98487157,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0196,300.5310664066134,308.59235710493107,1604,59,222,2,8.061290698317691,94636,13098,0.13840399002493767,18.725,475.6161512007438,13098,0.8290935,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0197,297.7342861276072,307.890128962564,1426,60,157,0,10.155842834956786,85560,9420,0.11009817671809256,31.099999999999994,609.3505700974072,9420,0.0006807379,Healthy,20.8,Urgent,2026-07-14 08:53:49.404400
M0198,298.72867479390237,310.6606271211351,1185,41,28,1,11.93195232723275,48585,1148,0.02362869198312236,68.775,489.21004541654275,1148,0.0006459635,Healthy,109.9,Normal,2026-10-11 11:17:49.404400
M0199,298.70351871291444,307.24228774634025,1640,72,104,1,8.538769033425808,118080,7488,0.06341463414634146,34.2,614.7913704066582,7488,0.94214284,Critical,2.1,Immediate,2026-06-25 16:05:49.404400
M0200,299.29215337478485,310.4183816709123,1157,72,114,1,11.126228296127465,83304,8208,0.09853068280034573,32.2,801.0884373211775,8208,0.007498676,Healthy,31.3,Scheduled,2026-07-24 20:53:49.404400
M0201,304.0043334677266,308.7827871080991,1104,34,103,2,4.778453640372504,37536,3502,0.09329710144927536,58.150000000000006,162.46742377266514,3502,0.8610808,Critical,8.5,Urgent,2026-07-02 01:41:49.404400
M0202,298.00318710743727,312.4687982478739,1771,43,156,1,14.465611140436636,76153,6708,0.088085827216262,41.925,622.0212790387753,6708,5.4143722e-05,Healthy,28.4,Urgent,2026-07-21 23:17:49.404400
M0203,298.63805907168677,311.23112589288115,1357,44,126,0,12.593066821194384,59708,5544,0.09285187914517318,47.3,554.0949401325529,5544,2.520594e-05,Healthy,42.2,Scheduled,2026-08-04 18:29:49.404400
M0204,298.8956733719564,309.577938620602,1683,52,72,2,10.682265248645649,87516,3744,0.0427807486631016,53.099999999999994,555.4777929295738,3744,0.17647193,Healthy,56.0,Scheduled,2026-08-18 13:41:49.404400
M0205,300.66534612644426,310.33643473679876,1478,67,62,0,9.671088610354502,99026,4154,0.04194857916102842,45.724999999999994,647.9629368937517,4154,0.87542,Critical,7.7,Urgent,2026-07-01 06:29:49.404400
M0206,298.8797939872368,311.1931392872236,1257,54,179,0,12.313345299986793,67878,9666,0.1424025457438345,30.450000000000003,664.9206461992868,9666,0.00010977017,Healthy,15.6,Urgent,2026-07-09 04:05:49.404400
M0207,295.34456374815545,306.54374600625613,1326,32,66,2,11.199182258100677,42432,2112,0.049773755656108594,66.8,358.3738322592217,2112,0.0003608524,Healthy,88.5,Normal,2026-09-20 01:41:49.404400
M0208,298.34161968696213,307.76404176846404,1467,47,184,2,9.422422081501907,68949,8648,0.125426039536469,33.825,442.8538378305896,8648,6.4534026e-05,Healthy,16.1,Urgent,2026-07-09 16:05:49.404400
M0209,296.3633042969651,309.1025743367846,1494,31,77,1,12.739270039819473,46314,2387,0.051539491298527446,65.225,394.9173712344037,2387,6.316664e-05,Healthy,81.2,Normal,2026-09-12 18:29:49.404400
M0210,297.22013253389844,312.05878341433197,1172,68,105,0,14.838650880433534,79696,7140,0.08959044368600683,36.5,1009.0282598694803,7140,0.0022960543,Healthy,38.0,Scheduled,2026-07-31 13:41:49.404400
M0211,299.40829852963446,310.0945036875064,1506,74,56,2,10.686205157871939,111444,4144,0.03718459495351926,42.55,790.7791816825235,4144,0.9731477,Critical,1.6,Immediate,2026-06-25 04:05:49.404400
M0212,299.225174720724,306.8546537239213,1173,68,218,2,7.629479003197275,79764,14824,0.18584825234441602,13.899999999999999,518.8045722174147,14824,0.9638348,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0213,298.05466870257965,309.44692750043265,1694,25,131,2,11.392258797853003,42350,3275,0.07733175914994096,58.175,284.8064699463251,3275,4.8638965e-05,Healthy,49.8,Scheduled,2026-08-12 08:53:49.404400
M0214,299.2984374382902,310.37178715069297,1316,71,141,2,11.073349712402774,93436,10011,0.10714285714285714,27.42500000000001,786.2078295805969,10011,0.5311938,High Risk,10.1,Urgent,2026-07-03 16:05:49.404400
M0215,300.090976396268,311.78892845952623,1130,73,199,2,11.697952063258242,82490,14527,0.17610619469026548,14.574999999999996,853.9505006178517,14527,0.8593111,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0216,299.3569900035777,309.72288188799905,1778,30,142,0,10.36589188442133,53340,4260,0.0798650168728909,52.849999999999994,310.9767565326399,4260,0.0010724625,Healthy,41.1,Scheduled,2026-08-03 16:05:49.404400
M0217,298.9004415402877,314.0660389639707,1607,32,133,2,15.165597423682982,51424,4256,0.08276291225886745,53.400000000000006,485.2991175578554,4256,1.4494049e-05,Healthy,45.0,Scheduled,2026-08-07 13:41:49.404400
M0218,303.1419254865388,309.49426534369417,1316,39,218,2,6.352339857155357,51324,8502,0.1656534954407295,32.025,247.74125442905893,8502,0.7155581,High Risk,2.1,Immediate,2026-06-25 16:05:49.404400
M0219,299.0101309593565,312.5287243032984,1632,45,241,2,13.518593343941916,73440,10845,0.14767156862745098,23.675000000000004,608.3367004773862,10845,0.16430895,Healthy,1.3,Immediate,2026-06-24 20:53:49.404400
M0220,298.39203361941406,310.2880302047124,1632,62,93,0,11.895996585298349,101184,5766,0.05698529411764706,42.650000000000006,737.5517882884976,5766,0.678726,High Risk,15.5,Urgent,2026-07-09 01:41:49.404400
M0221,298.7253753929281,309.4215975611902,1705,54,140,0,10.696222168262125,92070,7560,0.08211143695014662,38.25,577.5959970861547,7560,0.11023669,Healthy,27.0,Urgent,2026-07-20 13:41:49.404400
M0222,298.91835656504446,306.0086960820685,1122,52,115,2,7.090339517024063,58344,5980,0.10249554367201426,44.5,368.69765488525127,5980,0.9617088,Critical,1.7,Immediate,2026-06-25 06:29:49.404400
M0223,297.0862833567735,308.42158116960144,1364,22,245,0,11.335297812827946,30008,5390,0.17961876832844575,37.25,249.3765518822148,5390,0.46562952,Warning,1.0,Immediate,2026-06-24 13:41:49.404400
M0224,302.14109658804136,309.6024460269046,1792,67,22,0,7.4613494388632375,120064,1474,0.012276785714285714,53.724999999999994,499.9104124038369,1474,0.76643336,High Risk,20.6,Urgent,2026-07-14 04:05:49.404400
M0225,299.9302367689825,307.7721019023699,1267,46,135,2,7.841865133387387,58282,6210,0.10655090765588003,44.25,360.7257961358198,6210,0.9560653,Critical,1.6,Immediate,2026-06-25 04:05:49.404400
M0226,299.7344226186559,310.02011946933754,1736,73,140,1,10.285696850681632,126728,10220,0.08064516129032258,26.375,750.8558700997592,10220,0.9232398,Critical,1.6,Immediate,2026-06-25 04:05:49.404400
M0227,299.327410007549,309.93418975610797,1192,46,153,2,10.60677974855895,54832,7038,0.12835570469798657,40.650000000000006,487.9118684337117,7038,0.00029775145,Healthy,28.4,Urgent,2026-07-21 23:17:49.404400
M0228,301.14223564806315,308.6717597456017,1631,54,38,0,7.5295240975385695,88074,2052,0.023298589822194973,58.650000000000006,406.59430126708276,2052,0.0766297,Healthy,82.7,Normal,2026-09-14 06:29:49.404400
M0229,296.89021792302054,310.8733784586129,1702,37,49,1,13.983160535592333,62974,1813,0.028789659224441832,67.075,517.3769398169163,1813,0.00026473362,Healthy,97.0,Normal,2026-09-28 13:41:49.404400
M0230,298.8164371976322,310.25718189031454,1619,45,191,1,11.440744692682358,72855,8595,0.1179740580605312,33.675,514.8335111707061,8595,4.2288488e-05,Healthy,14.3,Urgent,2026-07-07 20:53:49.404400
M0231,302.4734496453074,306.4237739413454,1323,50,136,0,3.9503242960379907,66150,6800,0.10279667422524566,41.55,197.51621480189954,6800,0.97790855,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0232,301.71675100831965,309.25028705467196,1600,76,47,1,7.53353604635231,121600,3572,0.029375,43.099999999999994,572.5487395227756,3572,0.80507696,Critical,12.3,Urgent,2026-07-05 20:53:49.404400
M0233,300.3387931278989,308.5097602405228,1733,43,47,1,8.170967112623885,74519,2021,0.027120600115406807,63.724999999999994,351.35158584282703,2021,0.00012717502,Healthy,93.1,Normal,2026-09-24 16:05:49.404400
M0234,299.80427332899836,307.7131964644371,1101,32,103,2,7.908923135438727,35232,3296,0.09355131698455948,59.400000000000006,253.08554033403925,3296,0.7723127,High Risk,14.3,Urgent,2026-07-07 20:53:49.404400
M0235,299.0418200581545,306.81252774361667,1547,43,190,1,7.770707685462185,66521,8170,0.12281835811247575,35.125,334.14043047487394,8170,0.00046274182,Healthy,15.2,Urgent,2026-07-08 18:29:49.404400
M0236,303.5731412629038,308.3466419105362,1417,68,5,0,4.7735006476324315,96356,340,0.0035285815102328866,56.5,324.59804403900534,340,0.83274627,Critical,16.7,Urgent,2026-07-10 06:29:49.404400
M0237,301.1806578633622,311.7876591335569,1181,67,216,0,10.607001270194644,79127,14472,0.18289585097375105,14.924999999999997,710.6690851030412,14472,0.9719543,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0238,296.7818872472301,305.53066799403604,1693,61,239,1,8.748780746805949,103273,14579,0.14116952155936208,14.075000000000003,533.6756255551629,14579,0.9958941,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0239,296.7307219058159,310.10689073694533,1484,27,120,0,13.376168831129405,40068,3240,0.08086253369272237,59.125,361.15655844049394,3240,0.00012742059,Healthy,55.3,Scheduled,2026-08-17 20:53:49.404400
M0240,300.71701735229624,307.25108535339547,1180,76,238,2,6.534068001099229,89680,18088,0.2016949152542373,4.900000000000006,496.5891680835414,18088,0.99578625,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0241,300.99467546410284,309.2380529588941,1432,72,124,0,8.243377494791275,103104,8928,0.08659217877094973,30.200000000000003,593.5231796249718,8928,0.8674698,Critical,3.6,Immediate,2026-06-27 04:05:49.404400
M0242,298.61643292462094,312.3206979893064,1491,43,54,2,13.704265064685444,64113,2322,0.03621730382293763,62.325,589.2833977814742,2322,5.4225467e-05,Healthy,87.9,Normal,2026-09-19 11:17:49.404400
M0243,297.5464869840208,310.5990393474684,1406,79,39,0,13.052552363447603,111074,3081,0.027738264580369845,42.825,1031.1516367123606,3081,0.8930008,Critical,7.0,Urgent,2026-06-30 13:41:49.404400
M0244,297.51942611490136,311.46862241396667,1284,47,177,2,13.949196299065306,60348,8319,0.1378504672897196,35.224999999999994,655.6122260560694,8319,7.012027e-05,Healthy,18.5,Urgent,2026-07-12 01:41:49.404400
M0245,299.9296532919843,309.238809369069,1433,65,63,0,9.309156077084651,93145,4095,0.04396371249127704,46.775000000000006,605.0951450105024,4095,0.7279905,High Risk,17.1,Urgent,2026-07-10 16:05:49.404400
M0246,301.35480139029073,311.33174529549905,1145,25,142,0,9.976943905208316,28625,3550,0.1240174672489083,55.974999999999994,249.4235976302079,3550,0.0031326714,Healthy,43.4,Scheduled,2026-08-05 23:17:49.404400
M0247,303.2629588073549,311.74952721120763,1565,74,22,1,8.486568403852743,115810,1628,0.014057507987220448,49.349999999999994,628.006061885103,1628,0.87539196,Critical,10.1,Urgent,2026-07-03 16:05:49.404400
M0248,300.4111757610724,311.8058226087809,1766,61,88,1,11.394646847708486,107726,5368,0.04983012457531144,44.275000000000006,695.0734577102177,5368,0.8347888,Critical,8.5,Urgent,2026-07-02 01:41:49.404400
M0249,298.466874294514,311.7644527151989,1649,41,96,2,13.297578420684886,67609,3936,0.05821710127349909,55.175,545.2007152480803,3936,2.3654113e-05,Healthy,61.2,Normal,2026-08-23 18:29:49.404400
M0250,299.27764301487275,310.64900397710363,1439,50,232,1,11.37136096223088,71950,11600,0.16122307157748436,22.349999999999994,568.568048111544,11600,0.9771967,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0251,304.12868115629624,307.3711250019054,1545,56,160,0,3.2424438456091593,86520,8960,0.10355987055016182,33.0,181.57685535411292,8960,0.27641058,Warning,15.5,Urgent,2026-07-09 01:41:49.404400
M0252,298.64693781255556,311.6317727929194,1511,72,207,2,12.984834980363814,108792,14904,0.1369953673064196,13.600000000000001,934.9081185861946,14904,0.9810414,Critical,1.0,Immediate,2026-06-24 13:41:49.404400
M0253,299.4042300699368,309.64461502706405,1121,26,119,0,10.240384957127276,29146,3094,0.10615521855486174,59.95,266.25000888530917,3094,0.04723383,Healthy,53.9,Scheduled,2026-08-16 11:17:49.404400
M0254,297.7934433108691,309.59527963068575,1499,40,159,0,11.80183631981663,59960,6360,0.10607071380920614,43.2,472.0734527926652,6360,8.979257e-06,Healthy,28.3,Urgent,2026-07-21 20:53:49.404400
M0255,300.46186172278544,313.27181889633823,1686,75,32,1,12.809957173552789,126450,2400,0.018979833926453145,46.724999999999994,960.7467880164592,2400,0.8773086,Critical,9.0,Urgent,2026-07-02 13:41:49.404400
M0256,298.3588997611246,310.8767637821344,1185,20,8,0,12.517864021009814,23700,160,0.006751054852320675,85.9,250.35728042019628,160,0.04196429,Healthy,143.4,Normal,2026-11-13 23:17:49.404400
M0257,299.797306232668,312.41776079473294,1527,31,4,2,12.620454562064936,47337,124,0.0026195153896529143,79.825,391.234091424013,124,0.000111288915,Healthy,141.4,Normal,2026-11-11 23:17:49.404400
M0258,301.3726548535531,308.4965846010745,1472,68,76,0,7.123929747521402,100096,5168,0.051630434782608696,42.3,484.4272228314553,5168,0.71481043,High Risk,15.1,Urgent,2026-07-08 16:05:49.404400
M0259,299.2771148169877,311.87627989635456,1489,45,57,0,12.599165079366855,67005,2565,0.038280725319006045,60.474999999999994,566.9624285715086,2565,5.7502744e-05,Healthy,84.0,Normal,2026-09-15 13:41:49.404400
M0260,299.11131979898573,311.619597794731,1752,38,86,0,12.508277995745289,66576,3268,0.04908675799086758,59.05,475.31456383832096,3268,1.2983086e-05,Healthy,69.7,Normal,2026-09-01 06:29:49.404400
M0261,296.2712811826353,306.73705060439676,1337,25,112,0,10.465769421761479,33425,2800,0.08376963350785341,61.974999999999994,261.644235544037,2800,0.04297803,Healthy,58.9,Scheduled,2026-08-21 11:17:49.404400
M0262,302.95181061705193,306.2127133552711,1596,26,194,1,3.2609027382191584,41496,5044,0.12155388471177944,44.949999999999996,84.78347119369812,5044,0.00041322902,Healthy,18.1,Urgent,2026-07-11 16:05:49.404400
